PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Abstract,Combined_Text,category
,HybAVPnet: a novel hybrid network architecture for antiviral peptides identification,"Ge, R.; Xia, Y.; Jiang, M.; Jia, G.; Jing, X.; Li, Y.; Cai, Y.",,,Bioinformatics,2022,2022-06-13 00:00:00 UTC,,,10.1101/2022.06.10.495721,"MotivationThe virus poses a great threat to human production and life, thus the research and development of antiviral drugs is urgently needed. Antiviral peptides play an important role in drug design and development. Compared with the time-consuming and laborious wet chemical experiment methods, accurate and rapid identification of antiviral peptides using computational methods is critical. However, it is still challenging to extract effective feature representations from the sequences for the accurate identification of antiviral peptides.

ResultsThis study introduces a novel two-step approach, named HybAVPnet, with a hybrid network architecture to identify antiviral peptides based on neural networks and traditional machine learning methods. Firstly, eighteen kinds of features are extracted to predict labels and probabilities by the neural network classifier and LightGBM classifier, respectively. Secondly, the support vector machine classifier is carried out using the predicted probability of the first step to make the final prediction. The experimental result shows HybAVPnet can achieve better and more robust performance compared with the state-of-the-art methods, especially on independent datasets, which makes it useful for the research and development of antiviral drugs. Meanwhile, it can also be extended to other peptide recognition problems because of its generalization ability.

Availability and implementationThe predicted model could be downloaded from: https://github.com/greyspring/HybAVPnet

Contactgespring@hdu.edu.cn; yp.cai@siat.ac.cn

Supplementary informationSupplementary data are available at Bioinformatics online.","HybAVPnet: a novel hybrid network architecture for antiviral peptides identification MotivationThe virus poses a great threat to human production and life, thus the research and development of antiviral drugs is urgently needed. Antiviral peptides play an important role in drug design and development. Compared with the time-consuming and laborious wet chemical experiment methods, accurate and rapid identification of antiviral peptides using computational methods is critical. However, it is still challenging to extract effective feature representations from the sequences for the accurate identification of antiviral peptides.

ResultsThis study introduces a novel two-step approach, named HybAVPnet, with a hybrid network architecture to identify antiviral peptides based on neural networks and traditional machine learning methods. Firstly, eighteen kinds of features are extracted to predict labels and probabilities by the neural network classifier and LightGBM classifier, respectively. Secondly, the support vector machine classifier is carried out using the predicted probability of the first step to make the final prediction. The experimental result shows HybAVPnet can achieve better and more robust performance compared with the state-of-the-art methods, especially on independent datasets, which makes it useful for the research and development of antiviral drugs. Meanwhile, it can also be extended to other peptide recognition problems because of its generalization ability.

Availability and implementationThe predicted model could be downloaded from: https://github.com/greyspring/HybAVPnet

Contactgespring@hdu.edu.cn; yp.cai@siat.ac.cn

Supplementary informationSupplementary data are available at Bioinformatics online.",Bioinformatics
,Accurate and Fast Clade Assignment via Deep Learning and Frequency Chaos Game Representation,"Avila Cartes, J.; Anand, S.; Ciccolella, S.; Bonizzoni, P.; Della Vedova, G.",,,Bioinformatics,2022,2022-06-13 00:00:00 UTC,,,10.1101/2022.06.13.495912,"BackgroundSince the beginning of the COVID-19 pandemic there has been an explosion of sequencing of the SARS-CoV-2 virus, making it the most widely sequenced virus in the history. Several databases and tools have been created to keep track of genome sequences and variants of the virus, most notably the GISAID platform hosts millions of complete genome sequences, and it is continuously expanding every day. A challenging task is the development of fast and accurate tools that are able to distinguish between the different SARS-CoV-2 variants and assign them to a clade.

ResultsIn this paper, we leverage the Frequency Chaos Game Representation (FCGR) and Convolutional Neural Networks (CNNs) to develop an original method that learns how to classify genome sequences that we implement into CouGaR-g, a tool for the clade assignment problem on SARS-CoV-2 sequences. On a testing subset of the GISAID, CouGaR-g achieves an 96.29% overall accuracy, while a similar tool, Covidex, obtained a 77, 12% overall accuracy. As far as we know, our method is the first using Deep Learning and FCGR for intra-species classification. Furthermore, by using some feature importance methods CouGaR-g allows to identify k-mers that matches SARS-CoV-2 marker variants.

ConclusionsBy combining FCGR and CNNs, we develop a method that achieves a better accuracy than Covidex (which is based on Random Forest) for clade assignment of SARS-CoV-2 genome sequences, also thanks to our training on a much larger dataset, with comparable running times. Our method implemented in CouGaR-g is able to detect k-mers that capture relevant biological information that distinguishes the clades, known as marker variants.

AvailabilityThe trained models can be tested online providing a FASTA file (with one or multiple sequences) at https://huggingface.co/spaces/BIASLab/sars-cov-2-classification-fcgr. CouGaR-g is also available at https://github.com/AlgoLab/CouGaR-g under the GPL.","Accurate and Fast Clade Assignment via Deep Learning and Frequency Chaos Game Representation BackgroundSince the beginning of the COVID-19 pandemic there has been an explosion of sequencing of the SARS-CoV-2 virus, making it the most widely sequenced virus in the history. Several databases and tools have been created to keep track of genome sequences and variants of the virus, most notably the GISAID platform hosts millions of complete genome sequences, and it is continuously expanding every day. A challenging task is the development of fast and accurate tools that are able to distinguish between the different SARS-CoV-2 variants and assign them to a clade.

ResultsIn this paper, we leverage the Frequency Chaos Game Representation (FCGR) and Convolutional Neural Networks (CNNs) to develop an original method that learns how to classify genome sequences that we implement into CouGaR-g, a tool for the clade assignment problem on SARS-CoV-2 sequences. On a testing subset of the GISAID, CouGaR-g achieves an 96.29% overall accuracy, while a similar tool, Covidex, obtained a 77, 12% overall accuracy. As far as we know, our method is the first using Deep Learning and FCGR for intra-species classification. Furthermore, by using some feature importance methods CouGaR-g allows to identify k-mers that matches SARS-CoV-2 marker variants.

ConclusionsBy combining FCGR and CNNs, we develop a method that achieves a better accuracy than Covidex (which is based on Random Forest) for clade assignment of SARS-CoV-2 genome sequences, also thanks to our training on a much larger dataset, with comparable running times. Our method implemented in CouGaR-g is able to detect k-mers that capture relevant biological information that distinguishes the clades, known as marker variants.

AvailabilityThe trained models can be tested online providing a FASTA file (with one or multiple sequences) at https://huggingface.co/spaces/BIASLab/sars-cov-2-classification-fcgr. CouGaR-g is also available at https://github.com/AlgoLab/CouGaR-g under the GPL.",Bioinformatics
,Cross-attention PHV: Prediction of human and virus protein-protein interactions using cross-attention-based neural networks,"Tsukiyama, S.; Kurata, H.",,,Bioinformatics,2022,2022-07-05 00:00:00 UTC,,,10.1101/2022.07.03.498630,"Viral infections represent a major health concern worldwide. The alarming rate at which SARS-CoV-2 spreads, for example, led to a worldwide pandemic. Viruses incorporate genetic material into the host genome to hijack host cell functions such as the cell cycle and apoptosis. In these viral processes, protein-protein interactions (PPIs) play critical roles. Therefore, the identification of PPIs between humans and viruses is crucial for understanding the infection mechanism and host immune responses to viral infections and for discovering effective drugs. Experimental methods such as yeast two-hybrid assays and mass spectrometry are widely used to identify human-virus PPIs, but these experimental methods are time-consuming, expensive, and laborious. To overcome this problem, we developed a novel computational predictor, named cross-attention PHV, by implementing two key technologies of the cross-attention mechanism and a one- dimensional convolutional neural network (1D-CNN). The cross-attention mechanisms were very effective in enhancing prediction and generalization abilities. Application of 1D-CNN to the word2vec-generated feature matrices reduced computational costs, thus extending the allowable length of protein sequences to 9000 amino acid residues. Cross- attention PHV outperformed existing state-of-the-art models using a benchmark dataset and accurately predicted PPIs for unknown viruses. Cross-attention PHV also predicted human-SARS-CoV-2 PPIs with area under the curve values >0.95.","Cross-attention PHV: Prediction of human and virus protein-protein interactions using cross-attention-based neural networks Viral infections represent a major health concern worldwide. The alarming rate at which SARS-CoV-2 spreads, for example, led to a worldwide pandemic. Viruses incorporate genetic material into the host genome to hijack host cell functions such as the cell cycle and apoptosis. In these viral processes, protein-protein interactions (PPIs) play critical roles. Therefore, the identification of PPIs between humans and viruses is crucial for understanding the infection mechanism and host immune responses to viral infections and for discovering effective drugs. Experimental methods such as yeast two-hybrid assays and mass spectrometry are widely used to identify human-virus PPIs, but these experimental methods are time-consuming, expensive, and laborious. To overcome this problem, we developed a novel computational predictor, named cross-attention PHV, by implementing two key technologies of the cross-attention mechanism and a one- dimensional convolutional neural network (1D-CNN). The cross-attention mechanisms were very effective in enhancing prediction and generalization abilities. Application of 1D-CNN to the word2vec-generated feature matrices reduced computational costs, thus extending the allowable length of protein sequences to 9000 amino acid residues. Cross- attention PHV outperformed existing state-of-the-art models using a benchmark dataset and accurately predicted PPIs for unknown viruses. Cross-attention PHV also predicted human-SARS-CoV-2 PPIs with area under the curve values >0.95.",Bioinformatics
,An accessible infrastructure for artificial intelligence using a docker-based Jupyterlab in Galaxy,"Kumar, A.; Cuccuru, G.; Gruening, B.; Backofen, R.",,,Bioinformatics,2022,2022-07-11 00:00:00 UTC,,,10.1101/2022.07.08.499333,"Artificial intelligence (AI) programs that train on a large amount of data require powerful compute infrastructure. Jupyterlab notebook provides an excellent framework for developing AI programs but it needs to be hosted on a powerful infrastructure to enable AI programs to train on large data. An open-source, docker-based, and GPU-enabled jupyterlab notebook infrastructure has been developed that runs on the public compute infrastructure of Galaxy Europe for rapid prototyping and developing end-to-end AI projects. Using such a notebook, long-running AI model training programs can be executed remotely. Trained models, represented in a standard open neural network exchange (ONNX) format, and other resulting datasets are created in Galaxy. Other features include GPU support for faster training, git integration for version control, the option of creating and executing pipelines of notebooks, and the availability of multiple dashboards for monitoring compute resources. These features make the jupyterlab notebook highly suitable for creating and managing AI projects. A recent scientific publication that predicts infected regions of COVID-19 CT scan images is reproduced using multiple features of this notebook. In addition, colabfold, a faster implementation of alphafold2, can also be accessed in this notebook to predict the 3D structure of protein sequences. Jupyterlab notebook is accessible in two ways - first as an interactive Galaxy tool and second by running the underlying docker container. In both ways, long-running training can be executed on Galaxys compute infrastructure. The scripts to create the docker container are available under MIT license at https://github.com/anuprulez/ml-jupyter-notebook.

Contactkumara@informatik.uni-freiburg.de

anup.rulez@gmail.com","An accessible infrastructure for artificial intelligence using a docker-based Jupyterlab in Galaxy Artificial intelligence (AI) programs that train on a large amount of data require powerful compute infrastructure. Jupyterlab notebook provides an excellent framework for developing AI programs but it needs to be hosted on a powerful infrastructure to enable AI programs to train on large data. An open-source, docker-based, and GPU-enabled jupyterlab notebook infrastructure has been developed that runs on the public compute infrastructure of Galaxy Europe for rapid prototyping and developing end-to-end AI projects. Using such a notebook, long-running AI model training programs can be executed remotely. Trained models, represented in a standard open neural network exchange (ONNX) format, and other resulting datasets are created in Galaxy. Other features include GPU support for faster training, git integration for version control, the option of creating and executing pipelines of notebooks, and the availability of multiple dashboards for monitoring compute resources. These features make the jupyterlab notebook highly suitable for creating and managing AI projects. A recent scientific publication that predicts infected regions of COVID-19 CT scan images is reproduced using multiple features of this notebook. In addition, colabfold, a faster implementation of alphafold2, can also be accessed in this notebook to predict the 3D structure of protein sequences. Jupyterlab notebook is accessible in two ways - first as an interactive Galaxy tool and second by running the underlying docker container. In both ways, long-running training can be executed on Galaxys compute infrastructure. The scripts to create the docker container are available under MIT license at https://github.com/anuprulez/ml-jupyter-notebook.

Contactkumara@informatik.uni-freiburg.de

anup.rulez@gmail.com",Bioinformatics
,Evasive spike variants elucidate the preservation of T cell immune response to the SARS-CoV-2 omicron variant,"Solanki, A.; Cornette, J.; Udell, J.; Vasmatzis, G.; Riedel, M.",,,Immunology,2022,2022-11-10 00:00:00 UTC,,,10.1101/2022.11.04.515139,"The Omicron variants boast the highest infectivity rates among all SARS-CoV-2 variants. Despite their lower disease severity, they can reinfect COVID-19 patients and infect vaccinated individuals as well. The high number of mutations in these variants render them resistant to antibodies that otherwise neutralize the spike protein of the original SARS-CoV-2 spike protein. Recent research has shown that despite its strong immune evasion, Omicron still induces strong T Cell responses similar to the original variant. This work investigates the molecular basis for this observation using the neural network tools NetMHCpan-4.1 and NetMHCiipan-4.0. The antigens presented through the MHC Class I and Class II pathways from all the notable SARS-CoV-2 variants were compared across numerous high frequency HLAs. All variants were observed to have equivalent T cell antigenicity. A novel positive control system was engineered in the form of spike variants that did evade T Cell responses, unlike Omicron. These evasive spike proteins were used to statistically confirm that the Omicron variants did not exhibit lower antigenicity in the MHC pathways. These results suggest that T Cell immunity mounts a strong defense against COVID-19 which is difficult for SARS-CoV-2 to overcome through mere evolution.

Author summary","Evasive spike variants elucidate the preservation of T cell immune response to the SARS-CoV-2 omicron variant The Omicron variants boast the highest infectivity rates among all SARS-CoV-2 variants. Despite their lower disease severity, they can reinfect COVID-19 patients and infect vaccinated individuals as well. The high number of mutations in these variants render them resistant to antibodies that otherwise neutralize the spike protein of the original SARS-CoV-2 spike protein. Recent research has shown that despite its strong immune evasion, Omicron still induces strong T Cell responses similar to the original variant. This work investigates the molecular basis for this observation using the neural network tools NetMHCpan-4.1 and NetMHCiipan-4.0. The antigens presented through the MHC Class I and Class II pathways from all the notable SARS-CoV-2 variants were compared across numerous high frequency HLAs. All variants were observed to have equivalent T cell antigenicity. A novel positive control system was engineered in the form of spike variants that did evade T Cell responses, unlike Omicron. These evasive spike proteins were used to statistically confirm that the Omicron variants did not exhibit lower antigenicity in the MHC pathways. These results suggest that T Cell immunity mounts a strong defense against COVID-19 which is difficult for SARS-CoV-2 to overcome through mere evolution.

Author summary",Immunology
,Using machine learning to detect coronaviruses potentially infectious to humans,"Gonzalez-Isunza, G.; Jawaid, M.- Z.; Liu, P.; Cox, D. L.; Vazquez, M.; Arsuaga, J.",,,Microbiology,2022,2022-12-12 00:00:00 UTC,,,10.1101/2022.12.11.520008,"Establishing the host range for novel viruses remains a challenge. Here, we address the challenge of identifying non-human animal coronaviruses that may infect humans by creating an artificial neural network model that learns from the binding of the spike protein of alpha and beta coronaviruses to their host receptor. The proposed method produces a human-Binding Potential (h-BiP) score that distinguishes, with high accuracy, the binding potential among human coronaviruses. Two viruses, previously unknown to bind human receptors, were identified: Bat coronavirus BtCoV/133/2005 (a MERS related virus) and Rhinolophus affinis coronavirus isolate LYRa3 a SARS related virus. We further analyze the binding properties of these viruses using molecular dynamics. To test whether this model can be used for surveillance of novel coronaviruses, we re-trained the model on a set that excludes SARS-COV-2 viral sequences. The results predict the binding of SARS-CoV-2 with a human receptor, indicating that machine learning methods are an excellent tool for the prediction of host expansion events.","Using machine learning to detect coronaviruses potentially infectious to humans Establishing the host range for novel viruses remains a challenge. Here, we address the challenge of identifying non-human animal coronaviruses that may infect humans by creating an artificial neural network model that learns from the binding of the spike protein of alpha and beta coronaviruses to their host receptor. The proposed method produces a human-Binding Potential (h-BiP) score that distinguishes, with high accuracy, the binding potential among human coronaviruses. Two viruses, previously unknown to bind human receptors, were identified: Bat coronavirus BtCoV/133/2005 (a MERS related virus) and Rhinolophus affinis coronavirus isolate LYRa3 a SARS related virus. We further analyze the binding properties of these viruses using molecular dynamics. To test whether this model can be used for surveillance of novel coronaviruses, we re-trained the model on a set that excludes SARS-COV-2 viral sequences. The results predict the binding of SARS-CoV-2 with a human receptor, indicating that machine learning methods are an excellent tool for the prediction of host expansion events.",Microbiology
,A dynamic neural network model for predicting risk of Zika in real-time,"Akhtar, M.; Kraemer, M. U.; Gardner, L.",,,Epidemiology,2019,2019-03-15 00:00:00 UTC,,,10.1101/466581,"BackgroundIn 2015 the Zika virus spread from Brazil throughout the Americas, posing an unprecedented challenge to the public health community. During the epidemic, international public health officials lacked reliable predictions of the outbreaks expected geographic scale and prevalence of cases, and were therefore unable to plan and allocate surveillance resources in a timely and effective manner.\n\nMethodsIn this work we present a dynamic neural network model to predict the geographic spread of outbreaks in real-time. The modeling framework is flexible in three main dimensions i) selection of the chosen risk indicator, i.e., case counts or incidence rate, ii) risk classification scheme, which defines the relative size of the high risk group, and iii) prediction forecast window (one up to 12 weeks). The proposed model can be applied dynamically throughout the course of an outbreak to identify the regions expected to be at greatest risk in the future.\n\nResultsThe model is applied to the recent Zika epidemic in the Americas at a weekly temporal resolution and country spatial resolution, using epidemiological data, passenger air travel volumes, vector habitat suitability, socioeconomic and population data for all affected countries and territories in the Americas. The model performance is quantitatively evaluated based on the predictive accuracy of the model. We show that the model can accurately predict the geographic expansion of Zika in the Americas with the overall average accuracy remaining above 85% even for prediction windows of up to 12 weeks.\n\nConclusionsSensitivity analysis illustrated the model performance to be robust across a range of features. Critically, the model performed consistently well at various stages throughout the course of the outbreak, indicating its potential value at the early stages of an epidemic. The predictive capability was superior for shorter forecast windows, and geographically isolated locations that are predominantly connected via air travel. The highly flexible nature of the proposed modeling framework enables policy makers to develop and plan vector control programs and case surveillance strategies which can be tailored to a range of objectives and resource constraints.","A dynamic neural network model for predicting risk of Zika in real-time BackgroundIn 2015 the Zika virus spread from Brazil throughout the Americas, posing an unprecedented challenge to the public health community. During the epidemic, international public health officials lacked reliable predictions of the outbreaks expected geographic scale and prevalence of cases, and were therefore unable to plan and allocate surveillance resources in a timely and effective manner.\n\nMethodsIn this work we present a dynamic neural network model to predict the geographic spread of outbreaks in real-time. The modeling framework is flexible in three main dimensions i) selection of the chosen risk indicator, i.e., case counts or incidence rate, ii) risk classification scheme, which defines the relative size of the high risk group, and iii) prediction forecast window (one up to 12 weeks). The proposed model can be applied dynamically throughout the course of an outbreak to identify the regions expected to be at greatest risk in the future.\n\nResultsThe model is applied to the recent Zika epidemic in the Americas at a weekly temporal resolution and country spatial resolution, using epidemiological data, passenger air travel volumes, vector habitat suitability, socioeconomic and population data for all affected countries and territories in the Americas. The model performance is quantitatively evaluated based on the predictive accuracy of the model. We show that the model can accurately predict the geographic expansion of Zika in the Americas with the overall average accuracy remaining above 85% even for prediction windows of up to 12 weeks.\n\nConclusionsSensitivity analysis illustrated the model performance to be robust across a range of features. Critically, the model performed consistently well at various stages throughout the course of the outbreak, indicating its potential value at the early stages of an epidemic. The predictive capability was superior for shorter forecast windows, and geographically isolated locations that are predominantly connected via air travel. The highly flexible nature of the proposed modeling framework enables policy makers to develop and plan vector control programs and case surveillance strategies which can be tailored to a range of objectives and resource constraints.",Epidemiology
,Forecasting dengue epidemics using a hybrid methodology,"Chakraborty, T.; Chattopadhyay, S.; Ghosh, I.",,,Bioinformatics,2018,2018-12-17 00:00:00 UTC,,,10.1101/498394,"Dengue case management is an alarmingly important global health issue. The effective allocation of resources is often difficult due to external and internal factors imposing nonlinear fluctuations in the prevalence of dengue fever. We aimed to construct an early-warning system that could accurately forecast subsequent dengue cases in three dengue endemic regions, namely San Juan, Iquitos, and the Philippines. The problem is solely regarded as a time series forecasting problem ignoring the known epidemiology of dengue fever as well as the other meteorological variables. Autoregressive integrated moving average (ARIMA) model is a popular classical time series model for linear data structures whereas with the advent of neural networks, nonlinear structures in the dataset can be handled. In this paper, we propose a novel hybrid model combining ARIMA and neural network autoregressive (NNAR) model to capture both linearity and nonlinearity in the datasets. The ARIMA model filters out linear tendencies in the data and passes on the residual values to the NNAR model. The proposed hybrid approach is applied to three dengue time-series data sets and is found to give better forecasting accuracy in comparison to the state-of-the-art. The results of this study indicate that dengue cases can be accurately forecasted over a sufficient time period using the proposed hybrid methodology.","Forecasting dengue epidemics using a hybrid methodology Dengue case management is an alarmingly important global health issue. The effective allocation of resources is often difficult due to external and internal factors imposing nonlinear fluctuations in the prevalence of dengue fever. We aimed to construct an early-warning system that could accurately forecast subsequent dengue cases in three dengue endemic regions, namely San Juan, Iquitos, and the Philippines. The problem is solely regarded as a time series forecasting problem ignoring the known epidemiology of dengue fever as well as the other meteorological variables. Autoregressive integrated moving average (ARIMA) model is a popular classical time series model for linear data structures whereas with the advent of neural networks, nonlinear structures in the dataset can be handled. In this paper, we propose a novel hybrid model combining ARIMA and neural network autoregressive (NNAR) model to capture both linearity and nonlinearity in the datasets. The ARIMA model filters out linear tendencies in the data and passes on the residual values to the NNAR model. The proposed hybrid approach is applied to three dengue time-series data sets and is found to give better forecasting accuracy in comparison to the state-of-the-art. The results of this study indicate that dengue cases can be accurately forecasted over a sufficient time period using the proposed hybrid methodology.",Bioinformatics
,"VIBRANT: Automated recovery, annotation and curation of microbial viruses, and evaluation of virome function from genomic sequences","Kieft, K.; Zhou, Z.; Anantharaman, K.",,,Bioinformatics,2019,2019-11-26 00:00:00 UTC,,,10.1101/855387,"BackgroundViruses are central to microbial community structure in all environments. The ability to generate large metagenomic assemblies of mixed microbial and viral sequences provides the opportunity to tease apart complex microbiome dynamics, but these analyses are currently limited by the tools available for analyses of viral genomes and assessing their metabolic impacts on microbiomes.

DesignHere we present VIBRANT, the first method to utilize a hybrid machine learning and protein similarity approach that is not reliant on sequence features for automated recovery and annotation of viruses, determination of genome quality and completeness, and characterization of virome function from metagenomic assemblies. VIBRANT uses neural networks of protein signatures and a novel v-score metric that circumvents traditional boundaries to maximize identification of lytic viral genomes and integrated proviruses, including highly diverse viruses. VIBRANT highlights viral auxiliary metabolic genes and metabolic pathways, thereby serving as a user-friendly platform for evaluating virome function. VIBRANT was trained and validated on reference virus datasets as well as microbiome and virome data.

ResultsVIBRANT showed superior performance in recovering higher quality viruses and concurrently reduced the false identification of non-viral genome fragments in comparison to other virus identification programs, specifically VirSorter and VirFinder. When applied to 120,834 metagenomically derived viral sequences representing several human and natural environments, VIBRANT recovered an average of 94.5% of the viruses, whereas VirFinder and VirSorter achieved less powerful performance, averaging 48.1% and 56.0%, respectively. Similarly, VIBRANT identified more total viral sequence and proteins when applied to real metagenomes. When compared to PHASTER and Prophage Hunter for the ability to extract integrated provirus regions from host scaffolds, VIBRANT performed comparably and even identified proviruses that the other programs did not. To demonstrate applications of VIBRANT, we studied viromes associated with Crohns Disease to show that specific viral groups, namely Enterobacteriales-like viruses, as well as putative dysbiosis associated viral proteins are more abundant compared to healthy individuals, providing a possible viral link to maintenance of diseased states.

ConclusionsThe ability to accurately recover viruses and explore viral impacts on microbial community metabolism will greatly advance our understanding of microbiomes, host-microbe interactions and ecosystem dynamics.","VIBRANT: Automated recovery, annotation and curation of microbial viruses, and evaluation of virome function from genomic sequences BackgroundViruses are central to microbial community structure in all environments. The ability to generate large metagenomic assemblies of mixed microbial and viral sequences provides the opportunity to tease apart complex microbiome dynamics, but these analyses are currently limited by the tools available for analyses of viral genomes and assessing their metabolic impacts on microbiomes.

DesignHere we present VIBRANT, the first method to utilize a hybrid machine learning and protein similarity approach that is not reliant on sequence features for automated recovery and annotation of viruses, determination of genome quality and completeness, and characterization of virome function from metagenomic assemblies. VIBRANT uses neural networks of protein signatures and a novel v-score metric that circumvents traditional boundaries to maximize identification of lytic viral genomes and integrated proviruses, including highly diverse viruses. VIBRANT highlights viral auxiliary metabolic genes and metabolic pathways, thereby serving as a user-friendly platform for evaluating virome function. VIBRANT was trained and validated on reference virus datasets as well as microbiome and virome data.

ResultsVIBRANT showed superior performance in recovering higher quality viruses and concurrently reduced the false identification of non-viral genome fragments in comparison to other virus identification programs, specifically VirSorter and VirFinder. When applied to 120,834 metagenomically derived viral sequences representing several human and natural environments, VIBRANT recovered an average of 94.5% of the viruses, whereas VirFinder and VirSorter achieved less powerful performance, averaging 48.1% and 56.0%, respectively. Similarly, VIBRANT identified more total viral sequence and proteins when applied to real metagenomes. When compared to PHASTER and Prophage Hunter for the ability to extract integrated provirus regions from host scaffolds, VIBRANT performed comparably and even identified proviruses that the other programs did not. To demonstrate applications of VIBRANT, we studied viromes associated with Crohns Disease to show that specific viral groups, namely Enterobacteriales-like viruses, as well as putative dysbiosis associated viral proteins are more abundant compared to healthy individuals, providing a possible viral link to maintenance of diseased states.

ConclusionsThe ability to accurately recover viruses and explore viral impacts on microbial community metabolism will greatly advance our understanding of microbiomes, host-microbe interactions and ecosystem dynamics.",Bioinformatics
,"The transcriptomic profiling of COVID-19 compared to SARS, MERS, Ebola, and H1N1","Alsamman, A. M.; Zayed, H.",,,Genomics,2020,2020-05-08 00:00:00 UTC,,,10.1101/2020.05.06.080960,"COVID-19 pandemic is a global crisis that threatens our way of life. As of April 29, 2020, COVID-19 has claimed more than 200,000 lives, with a global mortality rate of ~7% and recovery rate of ~30%. Understanding the interaction of cellular targets to the SARS-CoV2 infection is crucial for therapeutic development. Therefore, the aim of this study was to perform a comparative analysis of transcriptomic signatures of infection of COVID-19 compared to different respiratory viruses (Ebola, H1N1, MERS-CoV, and SARS-CoV), to determine unique anti-COVID1-19 gene signature. We identified for the first time molecular pathways for Heparin-binding, RAGE, miRNA, and PLA2 inhibitors, to be associated with SARS-CoV2 infection. The NRCAM and SAA2 that are involved in severe inflammatory response, and FGF1 and FOXO1 genes, which are associated with immune regulation, were found to be associated with a cellular gene response to COVID-19 infection. Moreover, several cytokines, most significantly the IL-8, IL-6, demonstrated key associations with COVID-19 infection. Interestingly, the only response gene that was shared between the five viral infections was SERPINB1. The PPI study sheds light on genes with high interaction activity that COVID-19 shares with other viral infections. The findings showed that the genetic pathways associated with Rheumatoid arthritis, AGE-RAGE signaling system, Malaria, Hepatitis B, and Influenza A were of high significance. We found that the virogenomic transcriptome of infection, gene modulation of host antiviral responses, and GO terms of both COVID-19 and Ebola are more similar compared to SARS, H1N1, and MERS. This work compares the virogenomic signatures of highly pathogenic viruses and provides valid targets for potential therapy against COVID-19.","The transcriptomic profiling of COVID-19 compared to SARS, MERS, Ebola, and H1N1 COVID-19 pandemic is a global crisis that threatens our way of life. As of April 29, 2020, COVID-19 has claimed more than 200,000 lives, with a global mortality rate of ~7% and recovery rate of ~30%. Understanding the interaction of cellular targets to the SARS-CoV2 infection is crucial for therapeutic development. Therefore, the aim of this study was to perform a comparative analysis of transcriptomic signatures of infection of COVID-19 compared to different respiratory viruses (Ebola, H1N1, MERS-CoV, and SARS-CoV), to determine unique anti-COVID1-19 gene signature. We identified for the first time molecular pathways for Heparin-binding, RAGE, miRNA, and PLA2 inhibitors, to be associated with SARS-CoV2 infection. The NRCAM and SAA2 that are involved in severe inflammatory response, and FGF1 and FOXO1 genes, which are associated with immune regulation, were found to be associated with a cellular gene response to COVID-19 infection. Moreover, several cytokines, most significantly the IL-8, IL-6, demonstrated key associations with COVID-19 infection. Interestingly, the only response gene that was shared between the five viral infections was SERPINB1. The PPI study sheds light on genes with high interaction activity that COVID-19 shares with other viral infections. The findings showed that the genetic pathways associated with Rheumatoid arthritis, AGE-RAGE signaling system, Malaria, Hepatitis B, and Influenza A were of high significance. We found that the virogenomic transcriptome of infection, gene modulation of host antiviral responses, and GO terms of both COVID-19 and Ebola are more similar compared to SARS, H1N1, and MERS. This work compares the virogenomic signatures of highly pathogenic viruses and provides valid targets for potential therapy against COVID-19.",Genomics
,3D microarchitecture of the human tuberculous granuloma,"Wells, G. A.; Glasgow, J. N.; Nargan, K.; Lumamba, K.; Madansein, R.; Maharaj, K.; Hunter, R. L.; Naidoo, T.; Ramdial, P.; Coetzer, L.; Le Roux, S.; Du Plessis, A.; Steyn, A. J.",,,Microbiology,2020,2020-06-15 00:00:00 UTC,,,10.1101/2020.06.14.149898,"Our current understanding of the pathophysiology of human pulmonary TB is limited by the paucity of human TB lung tissue for study and reliance on 2D analytical methods. Here, to overcome the limitations of conventional 2D histopathology, we used high-resolution 3D X-ray imaging ({micro}CT/nCT) to characterize necrotic lesions within human tuberculous lung tissues in relation to the airways and vasculature. We observed marked heterogeneity in the 3D structure and volume of lesions. Also, 3D imaging of large human TB lung sections provides unanticipated new insight into the spatial organization of TB lesions in relation to airways and the vascular system. Contrary to the current dogma depicting granulomas as simple spherical structures, we show that TB lesions exhibit complex, cylindrical, branched-type morphologies, which are connected to, and shaped by, the small airways. Our results highlight the likelihood that a single structurally complex lesion could be wrongly viewed as multiple independent lesions when evaluated in 2D. These findings have strong implications for understanding the pathophysiology and evolution of TB disease and suggest that aerosolized drug delivery strategies for TB should be reconsidered.","3D microarchitecture of the human tuberculous granuloma Our current understanding of the pathophysiology of human pulmonary TB is limited by the paucity of human TB lung tissue for study and reliance on 2D analytical methods. Here, to overcome the limitations of conventional 2D histopathology, we used high-resolution 3D X-ray imaging ({micro}CT/nCT) to characterize necrotic lesions within human tuberculous lung tissues in relation to the airways and vasculature. We observed marked heterogeneity in the 3D structure and volume of lesions. Also, 3D imaging of large human TB lung sections provides unanticipated new insight into the spatial organization of TB lesions in relation to airways and the vascular system. Contrary to the current dogma depicting granulomas as simple spherical structures, we show that TB lesions exhibit complex, cylindrical, branched-type morphologies, which are connected to, and shaped by, the small airways. Our results highlight the likelihood that a single structurally complex lesion could be wrongly viewed as multiple independent lesions when evaluated in 2D. These findings have strong implications for understanding the pathophysiology and evolution of TB disease and suggest that aerosolized drug delivery strategies for TB should be reconsidered.",Microbiology
